total_time_spent_on_website,last_notable_activity_sms_sent,lead_origin_lead_add_form,what_matters_most_to_you_in_choosing_a_course_better_career_prospects,occupation_working_professional,what_matters_most_to_you_in_choosing_a_course_unknown,total_visits,last_activity_sms_sent,page_views_per_visit,last_activity_email_opened,last_notable_activity_modified,do_not_email,specialization_unknown,lead_source_olark_chat,lead_source_direct_traffic
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
1.1377739575071033,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,1,0,0,0,0
1.175954709287202,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,1,0,0,0,0,0
-0.3512753619167456,0,0,0,0,1,0.49310093019440754,0,1.658017759694877,1,0,0,0,0,0
1.3668584681876956,1,0,0,0,1,-0.29093909475656266,1,-0.638011456364471,0,0,0,1,0,0
0.9686877710523807,1,0,1,0,0,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,1
1.83230001369747,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,0
-0.8894421489124223,1,1,1,1,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,0,0
0.6686961499230337,1,0,1,1,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,1,0,0
1.0268679642411025,0,0,1,0,0,-0.0949290885188201,0,-0.4084085347585361,1,0,0,0,0,1
-0.23491497553930193,0,0,0,0,1,0.49310093019440754,1,1.658017759694877,0,1,0,0,0,0
1.3668584681876956,0,0,0,0,1,0.8851209426698926,0,-0.3624879504373491,1,0,0,0,0,0
-0.8476251350580285,0,0,1,0,0,0.297090923956665,0,1.1988119164830076,1,0,0,0,0,0
-0.35491162399104065,0,0,1,0,0,-0.0949290885188201,0,-0.4084085347585361,1,0,0,0,0,1
1.8359362757717652,1,0,1,0,0,-0.29093909475656266,1,-0.638011456364471,0,0,0,1,0,0
1.7123033652457313,0,1,1,0,0,-0.0949290885188201,0,-0.638011456364471,0,0,0,0,0,0
1.1541371368414315,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,0,0,0
-0.4749082724427794,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
0.5068824876169011,0,0,1,0,0,0.297090923956665,0,1.1988119164830076,1,0,0,0,0,1
-0.8603520523180614,1,0,1,0,0,-0.4869491009943052,1,-0.638011456364471,0,0,0,0,1,0
-0.41490994821691,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,0
-0.7894449418693067,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,1,0,0
1.881389551700454,0,0,1,0,0,0.68911093643215,0,-0.4543291190797231,1,0,0,0,0,0
0.017805238624208432,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,0,0,0,0,0,1
0.963233377940938,1,0,0,0,1,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,1
2.5031903664049184,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,0,1,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,0,0,1,1,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,0,0
-0.8421707419465858,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,1,0,0
0.26507105967627614,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,0,0,1,0,0
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
0.87232682608356,1,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,0,0,0,0,0
-0.316730872210942,1,0,1,0,0,-0.29093909475656266,1,-0.638011456364471,0,0,0,1,0,0
-0.8894421489124223,0,1,1,1,0,-0.6829591072320478,0,-1.0972172995763405,1,1,0,0,0,0
-0.8330800867608481,1,0,0,0,1,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,0
1.0650487160212012,0,0,1,0,0,-0.4869491009943052,0,-0.638011456364471,0,1,0,1,0,1
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.09673701671608763,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,1,0,0,0,0,0
-0.10582767190182542,0,0,1,0,0,0.297090923956665,0,-0.5232099955615035,1,1,0,1,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
0.4305209840567038,0,0,1,0,0,0.49310093019440754,0,-0.17880561315260132,1,1,0,0,0,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,1,1,1,0
-0.2694594652451055,0,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,1,0,0,0,1
-0.02946616834162804,0,0,1,0,0,-0.0949290885188201,0,-0.4084085347585361,1,0,0,0,0,0
-0.28400451354228595,0,0,0,0,1,1.669160967620863,0,1.658017759694877,0,1,0,0,0,0
1.0014141297210366,1,0,1,0,0,0.10108091771892244,1,0.7396060732711379,0,0,1,0,0,1
1.221407985215891,0,0,0,0,1,0.10108091771892244,1,0.7396060732711379,0,1,0,0,0,0
-0.8894421489124223,1,0,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
-0.12037272019900587,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.8439888729837334,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.8894421489124223,0,1,1,1,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,0,0,0
-0.6494488520089449,0,0,1,0,0,-0.4869491009943052,0,-0.638011456364471,0,1,0,1,0,0
-0.8894421489124223,0,1,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,1,0,0,0,0
-0.5185434173343207,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,1,0,0,0,0,1
1.5323083925681231,0,0,1,1,0,0.8851209426698926,0,0.7396060732711379,1,0,0,0,0,0
-0.8858058868381272,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,1
2.0759295726752427,1,0,1,0,0,0.8851209426698926,1,0.7396060732711379,0,0,0,0,0,1
-0.6439944588975022,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,1,0,0,1,0,0
-0.27673198939369575,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,1,0,0,0,0,0
-0.19491609272205568,0,0,0,0,1,1.669160967620863,0,0.2804002300592683,1,0,0,0,0,1
1.894116468960487,1,0,1,0,0,0.297090923956665,1,1.1988119164830076,0,0,0,0,0,0
2.894088539391643,0,1,1,0,0,-0.0949290885188201,0,-0.012196572323423954,0,1,0,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
0.05234972833001201,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,0,1,0,0,0,0
0.503246225542606,0,0,1,0,0,1.669160967620863,0,1.658017759694877,1,0,0,0,0,0
0.054167859367159565,1,0,1,0,0,0.297090923956665,1,1.1988119164830076,0,0,0,0,0,0
-0.7821724177207164,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,1,0,0,1,0,0
1.2123173300301533,0,0,1,0,0,0.297090923956665,0,-0.5232099955615035,0,1,0,0,0,1
-0.5167252862971732,0,0,0,0,1,0.10108091771892244,0,-0.17880561315260132,0,1,1,1,0,1
-0.4549088310341563,0,0,1,0,0,0.49310093019440754,0,1.658017759694877,1,0,0,0,0,0
2.4031931593618028,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,1,0,0,1,0,0
1.1377739575071033,0,0,0,0,1,0.10108091771892244,0,0.7396060732711379,1,0,0,0,0,0
-0.18946169961061302,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,0,1,1,0,0,1
-0.6712664244547155,0,0,0,0,1,-0.4869491009943052,0,-0.638011456364471,0,1,1,1,0,1
-0.5439972518543865,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,0,1,0,0,1,0
-0.8894421489124223,0,1,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,1,0,1,0,0
-0.6367219347489119,1,0,1,0,0,0.49310093019440754,1,0.2804002300592683,0,0,0,1,0,0
1.0905025505412669,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,0,0,0,0,0,1
1.0468674056497256,0,0,0,0,1,0.10108091771892244,0,-0.17880561315260132,1,0,0,0,0,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,0,0
-0.1149183270875632,1,0,0,0,1,-0.29093909475656266,1,-0.17880561315260132,0,0,0,0,0,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,1,1,0,0
1.2159535921044484,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,0,1,1,0,0,0
1.9777504966692745,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,0,1,0,0,0,1
-0.8894421489124223,0,1,1,0,0,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,0,0
-0.7948993349807494,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,1,0,0,1,0,0
-0.35309349295389314,1,0,1,0,0,0.49310093019440754,1,1.658017759694877,0,0,0,0,0,0
1.75048411702583,0,0,1,0,0,0.10108091771892244,1,0.7396060732711379,0,1,1,0,0,0
1.2977694887760884,0,0,1,1,0,1.4731509613831202,0,-0.3762641257337052,0,1,0,0,0,0
-0.6567213761575351,0,0,1,0,0,0.49310093019440754,0,1.658017759694877,1,0,0,0,0,0
-0.7748998935721263,0,0,0,0,1,0.49310093019440754,0,1.658017759694877,1,1,0,0,0,0
2.4086475524732456,0,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,1,0,1,0,0
-0.8312619557237005,1,0,1,0,0,-0.0949290885188201,1,0.2804002300592683,0,0,0,0,0,0
-0.7549004521635031,0,0,1,0,0,-0.29093909475656266,1,-0.17880561315260132,0,1,0,0,0,1
-0.8894421489124223,1,0,1,1,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,1,0
-0.04401121663880849,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
2.0722933106009473,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,0,1,1,0,0,0
-0.6621757692689777,0,0,1,0,0,0.49310093019440754,0,-0.17880561315260132,1,0,0,0,0,0
1.8068461791774042,0,0,1,0,0,0.10108091771892244,0,-0.17880561315260132,0,0,0,0,0,0
2.6104600975966243,1,0,1,1,0,0.297090923956665,1,1.1988119164830076,0,0,0,0,0,0
1.746847854951535,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
-0.685811472751896,1,0,1,0,0,0.297090923956665,1,1.1988119164830076,0,0,0,0,0,0
-0.5021802379999928,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,1,0,0,1,0,0
-0.06582878908457918,0,0,0,0,1,-0.29093909475656266,0,-0.17880561315260132,0,1,0,0,0,0
-0.8312619557237005,0,0,1,0,0,0.68911093643215,0,2.117223602906747,1,0,0,0,0,1
0.9650515089780856,1,0,1,0,0,-0.29093909475656266,1,-0.638011456364471,0,0,0,1,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,1,1,1,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,0,0
0.5905165153256887,0,0,0,0,1,3.2372410175228032,0,0.05079730845333349,0,1,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.6312675416374692,0,0,1,0,0,0.68911093643215,0,2.117223602906747,1,1,0,0,0,0
-0.7167197003834044,0,0,1,0,0,0.49310093019440754,0,-0.17880561315260132,1,0,0,0,0,1
-0.26764133420795794,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,1,1,0,1,0,0
0.9686877710523807,0,0,0,0,1,-0.0949290885188201,0,0.2804002300592683,0,1,0,0,0,0
2.394102504176065,0,0,0,0,1,0.49310093019440754,0,-0.17880561315260132,1,1,0,0,0,0
-0.6603576382318301,0,0,0,0,1,-0.0949290885188201,0,-0.4084085347585361,1,0,0,0,0,1
-0.6476307209717973,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,0,0,1
1.508672689085205,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,0,0,1,0,0
-0.8894421489124223,0,0,1,0,0,-0.6829591072320478,0,-1.0972172995763405,0,0,0,0,1,0
1.75048411702583,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,1,0,0,0,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,0,0,1,1,0
-0.6312675416374692,0,0,0,0,1,-0.0949290885188201,0,-0.4084085347585361,0,0,0,1,0,0
-0.3149127411737944,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,1,0,0,0,1
-0.8894421489124223,1,0,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
-0.8894421489124223,1,0,0,0,1,-0.6829591072320478,1,-1.0972172995763405,0,0,0,1,1,0
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,1,0,1,1,0
-0.7549004521635031,0,0,0,0,1,0.8851209426698926,0,2.5764294461186164,0,1,1,0,0,0
-0.3458209688053029,0,0,1,0,0,-0.4869491009943052,0,-0.638011456364471,0,1,0,1,0,0
-0.8894421489124223,1,1,1,0,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,0,0
-0.8894421489124223,1,0,1,1,0,-0.6829591072320478,1,-1.0972172995763405,0,0,0,0,1,0
1.3704947302619905,0,0,1,0,0,0.49310093019440754,0,1.658017759694877,1,0,0,0,0,0
-0.862170183355209,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,1,1,0,0,0,1
1.67594074450278,1,0,0,0,1,0.297090923956665,1,1.1988119164830076,0,0,0,0,0,0
1.610488027165468,1,0,1,0,0,0.10108091771892244,1,0.7396060732711379,0,0,0,0,0,0
0.07234916973863513,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,1,0,0,0,1
-0.8221713005379627,0,0,1,0,0,-0.29093909475656266,0,-0.17880561315260132,0,1,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.3676385412510736,0,0,0,0,1,0.10108091771892244,0,-0.17880561315260132,0,1,0,1,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,1,1,0,1,1,0
-0.4785445345170745,0,0,1,0,0,-0.4869491009943052,0,-0.638011456364471,0,1,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
2.2595608074271456,0,0,1,0,0,0.10108091771892244,0,0.7396060732711379,0,1,0,1,0,0
-0.5894505277830755,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,0,0,0
-0.4167280792540576,0,0,1,0,0,0.68911093643215,0,2.117223602906747,0,1,0,0,0,0
1.8213912274745847,0,0,0,0,1,-0.29093909475656266,0,-0.638011456364471,1,0,0,0,1,0
1.1741365782500546,0,0,1,0,0,0.297090923956665,0,0.05079730845333349,1,0,0,1,0,0
-0.40218303095687713,0,0,1,0,0,-0.0949290885188201,0,0.2804002300592683,1,0,0,1,0,0
0.00326019032702798,0,0,1,0,0,1.081130948907635,0,0.9692089948770727,1,0,0,0,0,0
0.3796133150165722,1,0,1,0,0,0.297090923956665,1,1.1988119164830076,0,0,0,0,0,0
-0.7803542866835689,0,0,1,0,0,-0.4869491009943052,0,-0.638011456364471,0,1,0,0,0,1
-0.8894421489124223,0,0,0,0,1,-0.6829591072320478,0,-1.0972172995763405,0,1,0,1,1,0
-0.2567325479850726,0,0,1,0,0,0.8851209426698926,0,2.5764294461186164,1,0,0,0,0,0
